名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:40:40.96 ID:LLPcjBa20<> まじで <>権田いつもありがとう 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:40:53.26 ID:aG1+D42b0<> 戦犯 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:40:56.46 ID:oYVgq13W0<> 失点してるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:40:57.90 ID:ctLT9vhD0<> FIFAってこんな演出あるんや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:00.83 ID:Tlh7L0Ta0<> 権田とめろアホ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:02.73 ID:2YsIgMYa0<> 使えねえ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:04.57 ID:eQjhUgJg0<> アーカイブ消すべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:05.25 ID:XvNO1nte0<> どうすんのこれ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:05.69 ID:q3oN2mY/0<> 予祝失敗で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:06.36 ID:r2ebjqKP0<> &#128048;権田止めろや！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:08.12 ID:h88xWJcr0<> 点取られたからダメだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:10.75 ID:+foy1yrG0<> さっきの叫び声よかったな <br> 股間に来るわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:12.05 ID:trOatgiQ0<> 負けたらぺっさんのせいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:12.57 ID:FrJ2sowy0<> あー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:14.71 ID:3Q1CldTO0<> これで日本負けたらまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:15.81 ID:wZMLzn+60<> はいコロコロ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:17.42 ID:RSD1geGp0<> 兎田ジャパンは負けておいた方が縁起がいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:17.28 ID:4tjHYECa0<> ﾝｻﾀﾞジャパン　ゴミです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:18.61 ID:BvRamG130<> これクロアチアが強いんじゃなくてぺっさんが下手なだけやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:19.82 ID:z9ywJ0OR0<> 戦犯　兎田 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:19.92 ID:RZJsYzlv0<> コロコロ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:20.02 ID:oI/yWuF60<> 選手が控室でぺっさんの配信見ていたらどうするんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:20.36 ID:J7A6mN6J0<> ペッシ船おりろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:20.80 ID:HN16syJx0<> リアル過ぎるよ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:21.38 ID:PB/jpOpI0<> いや勝たなあかんやつだろこれもう始まるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:22.13 ID:FcmNYBAf0<> へたすぎ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:22.86 ID:BK9G6iMw0<> こーれ再現あります <br> 日本敗退です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:23.23 ID:J5pzsMvu0<> シュートしょぼすぎw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:23.86 ID:Jv2fP9uf0<> 日本決めきれません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:24.69 ID:4RcvLUzt0<> 兎田JAPAN質すぎるw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:28.75 ID:dKcGcQ7V0<> ぺっしどうすんのこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:29.32 ID:cho073e20<> 誰か <br>  <br>  <br>  <br> ぺっさんに長押しシュート教えてやれよ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:29.39 ID:VPkd4bHg0<> シュートとパスボタン間違ってない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:30.63 ID:KMutmG2s0<> ファールの主張が強いｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:30.97 ID:Tlh7L0Ta0<> どんな笑い方してんだよwwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:32.65 ID:QMD5iGwu0<> FIFAいつまでたってもボール持ってないやつの動きが不自然過ぎるんよなあ <br> 作ってる奴ら可笑しいと思わないんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:35.08 ID:2YsIgMYa0<> 縁起わりぃから配信消せよぺこら&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:35.60 ID:0iBFaNvj0<> 痛いンゴしてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:40.99 ID:nUAhnS0R0<> ジャップ負けろ <br> スポーツナショナリズム大嫌いなんだよ俺は <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:42.61 ID:VjXE0jbd0<> ぺこら負けたらトーナメントモード日本優勝耐久な <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:44.40 ID:f8Deu7O/0<> これで0-1で負けたら笑うわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:44.86 ID:SxLHLr0E0<> 攻められっぱなしで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:45.27 ID:0XXKhrbT0<> 本当に長押しなのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:44.81 ID:Ppd30s/k0<> 現実でありそうなゴールの仕方で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:46.02 ID:WNoruz+40<> 日本戦直前のおかげで同接はともかく実況の数は増えてるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:47.97 ID:p9iv/S1Z0<> これリアルの日本負けたらコメント欄荒れそうだけどどうすんの <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:49.56 ID:0B6yUXDV0<> ゴロゴロ玉w <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/05(月) 23:41:50.30 ID:BtcNFiTW0<> <a href="../test/read.cgi/livemegami/1670251240/19" rel="noopener noreferrer" target="_blank">&gt;&gt;19</a> <br> それ現実の日本にも言えるからやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/05(月) 23:41:53.97 ID:g50woFt70<> 後輩63分でうさだジャパン失点 <>
