名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:10.43 ID:Pw2CvcRf0<> んな <>腹から声出せ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:35:26.07 ID:P03jQQ/k0<> 　　　　　　　　∧∧　　　　　　　 <br> 　　　　 　　ヽ(･ω･)/　 　ｽﾞｺｰ　　 <br> 　　　　 　＼(.＼ ノ <br> 　　　　､ﾊ,,､　￣ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:30.59 ID:77pZzs+90<> もう終盤かと思ったらまだ結構あって草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:35:35.42 ID:nh90yDvA0<> 不安になる感じが好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:36.16 ID:nTIwu22b0<> ガイドラインさ <br> 俺やっぱつれぇわ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:38.27 ID:+Iah/cNi0<> 定位直せ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:35:40.92 ID:rKMzjEW10<> 原辰徳 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:41.39 ID:0NnO2Jpj0<> ここだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:45.22 ID:TBhfj4HM0<> 尊重しろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:47.10 ID:Z5qSHFuf0<> 下手すぎぃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:46.99 ID:T/9xB8Fg0<> SuperflyとMISIAは声量ないと映えないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:47.79 ID:4uTBkPhu0<> https://i.imgur.com/NWu4f3V.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:35:49.75 ID:uWudcHoE0<> 応援！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:35:49.91 ID:xmK2STzM0<> 尊重尊重 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:35:50.56 ID:d6abOdnM0<> こいつゴミ <br> 706 名無し＠18歳未満の入場禁止 無断転載禁止[sage] 2023/05/18(木) 21:04:57.00 ID:SjXQhFbD0 <br>  <br> <a href="../test/read.cgi/livemegami/1684413310/645" rel="noopener noreferrer" target="_blank">&gt;&gt;645</a> <br> かなたがライブで音源流すだけのゴミだから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:51.14 ID:VpuohjqT0<> アキロゼの質ライブどこ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:35:51.68 ID:+Rg3K+qJ0<> やっぱライブは録画でいいよ <br> 生でカラオケ見させられるのはキツいっす <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:53.33 ID:uZBMXYT10<> きついです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:53.44 ID:0fW9iC7P0<> なんか上手い時とド下手な時があって不安定やな <br> 意味わからん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:54.25 ID:yVFqq4rs0<> https://i.imgur.com/8ATPNDr.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:54.59 ID:KTa4eip50<> ミオしゃのゲロみたいな生歌事故また見たい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:54.56 ID:kTyPhk0N0<> 尊重！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:54.95 ID:guUhzaHd0<> くこか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:55.13 ID:Ujy9Xe+A0<> 上手いよさかまた！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:35:55.16 ID:I2iourna0<> 舞元！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:57.14 ID:uECLa6vN0<> がんばれ！がんばれ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:56.97 ID:luflNedZ0<> https://i.imgur.com/eQ9b133.jpg <br> https://i.imgur.com/glA2eAQ.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:35:57.30 ID:MnS876HX0<> うんうんうん！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:57.01 ID:OsHisG0t0<> 腹が立つよ原辰徳 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:57.39 ID:aJTsBov10<> かなたそって歌上手いよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:35:58.10 ID:j1SfXlI/0<> 楽しいんだよなあ女友達とカラオケに来たみたいで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:58.92 ID:a1PEkCwB0<> 収録ライブを評価するべきだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:59.13 ID:p1HcQypZ0<> 聞くに堪えない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:35:59.70 ID:pMd3Bh9A0<> 努力してるんだろうけど <br> 歌は…他の可能性擦っていこう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:36:00.85 ID:lmkxhM4I0<> 花束捨てて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:36:00.92 ID:8NlFbFEe0<> もうお腹いっぱい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:36:00.92 ID:lA6INrzA0<> 尊重するぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:36:01.23 ID:euoaCNoS0<> ガイドライン違反者のスレ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:36:01.53 ID:y64exeLz0<> 原キーでも俺の方が上手い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:36:01.31 ID:c0DR8DwT0<> さかまたってもっと上手いのかと思ってたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/18(木) 21:36:01.68 ID:6/3O36xB0<> 宇多田質あるけど、うますぎて宇多田でよい感じだしな、、 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:36:01.78 ID:hQ1WroZN0<> <a href="../test/read.cgi/livemegami/1684413310/3" rel="noopener noreferrer" target="_blank">&gt;&gt;3</a> <br> これw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:36:02.32 ID:rljiN7eg0<> ひんべw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/18(木) 21:36:02.85 ID:FtuN/Bj60<> 最初よりは声出てるやん <>
