名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:44:57.46 ID:InXPiHcx0<> んな <>つまらない 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:41.20 ID:MfGyUJye0<> るさえいれば <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:42.87 ID:Hdoz1W190<> 煽りでもなんでもなく予想の10倍はつまらない&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:47.76 ID:wFP5oB7Z0<> 様子見やめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/02/06(月) 21:45:48.58 ID:vDOfTx0i0<> ころさんござる気に入りすぎで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:50.48 ID:exOOQ4+20<> たぁ1万どりゃああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:51.53 ID:NbUwunOW0<> ゴミライブ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:52.51 ID:OmmDoHKB0<> ずーっと暗いダンジョンの中で景観変化一切ないのが辛すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/02/06(月) 21:45:52.61 ID:GR5XQBAO0<> フレンドリーファイアしすぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/02/06(月) 21:45:54.72 ID:pc3pdDf70<> ダカダカおもんなマン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:55.56 ID:Zft+MjUC0<> ぺっさんなんで知ってるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:55.65 ID:LPnc3kpp0<> ぺこらどんだけ予習してんの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:57.68 ID:JMkfiswn0<> スクガイに負けるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:58.67 ID:Tu89xJIF0<> フロムがマルチで攻略できるキングスやシャドウタワー見たいの作ればいいんじゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:45:59.70 ID:SLwx82xk0<> ペクスって神ゲーだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:00.70 ID:qOb4IP8X0<> ござころっこりゃあああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:01.45 ID:NaCuhE7k0<> こおねとござる、雪合戦してて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:02.78 ID:7dvunvyL0<> ぺこら枠、つまらん <br> 葛葉枠、おもしろい <br>  <br> すまん、これ実況してるやつの問題じゃ&#129300; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/02/06(月) 21:46:04.29 ID:9xY3UIIv0<> ペクスアレルギーが今ぺっさん叩いてる感じだ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:04.44 ID:torClPuX0<> こぉね「配信してない人に絡んじゃ駄目だよね・・」 <br>  <br> 数分前にこんな事言ってながらまたござるに絡んでます・・3回目です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:05.94 ID:Y4Q4HJnt0<> こういうのって普通はソロで潜って野良を弄るゲームだよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:05.85 ID:fMaWpKQa0<> 野っさん次から全力で阻止しろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/02/06(月) 21:46:07.68 ID:yOJ8UY540<> 野うさぎで反乱起こすべきだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:07.96 ID:JrOCOE860<> ころさんござるお気に入りやね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/02/06(月) 21:46:08.60 ID:WuggLqyW0<> 典型的なやってる本人たちだけ楽しくてコメントも完全スルー系のゲームだしそりゃ放流しても下山するよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:09.83 ID:bf2/IeKV0<> 今日のござるはころさんに絡むの頑張ってるな <br> どうした <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:09.95 ID:yTBcsnSA0<> ぺこちゃんめちゃくちゃ詳しいじゃんｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:10.39 ID:NM+ZOGkm0<> &#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:11.10 ID:Oz3MIbcM0<> ぺこらいったああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:12.01 ID:6Q0j19uw0<> dadは流行らんな <br> 流行るとしたらテンポよくして見た目ポップにした上位互換のゲームが出てからだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:13.38 ID:8rGTa3N80<> ラミィが好きそうなゲームだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:15.48 ID:Tzzxfyfo0<> ござころの流れきてるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:16.14 ID:zom/+RSk0<> やっぱり急いでルイをペボットに追加するべきだと思う <br> ペボットにはルが必要なんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/02/06(月) 21:46:17.67 ID:f2rwtfHn0<> どうしてつまんないなんて言うんだい？ <br> ぺこらはこんなにも楽しそうだよ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:18.31 ID:uN0lQhUQ0<> 確かにこのメンツだとる！が居たほうが盛り上がるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:18.47 ID:1M/oAw3p0<> ころござるが1番面白いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:19.62 ID:iMm7NpSa0<> 今年はぺこらは切るか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:20.30 ID:ELDebOoO0<> そうかDaD面白くね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:20.81 ID:WM7pGbQx0<> dadが覇権とるって言ってたやつ誰だよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/02/06(月) 21:46:22.43 ID:g/ux+LQ20<> あのさぁ <br> ぺこらのソロが良かったわ <br> 3人だと余計な声が聞こえて集中できない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/02/06(月) 21:46:23.39 ID:BjcMzGKb0<> ぺっさんのリアクションガン無視すんのやめたれ <>
