名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:25:28.15 ID:o3uhwTbp0<> 楽しみだ <>湊あくあ凸待ち待機スレ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:25:36.82 ID:ChXoFf5j0<> なんかちがう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:25:37.98 ID:ZM4aMyZL0<> はい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:25:43.30 ID:pcsffswR0<> 選曲がゴミ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:25:46.09 <> つまんね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:25:48.27 ID:v03vFzxh0<> みこちにうたわせろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/01(木) 21:25:48.94 ID:wvDoxECc0<> あくぺこはよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:25:49.82 <> 馬鹿にしてるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:25:57.56 ID:zXsWUPYG0<> ところでみこちの曲にはShadeというエロゲBGMの神が作った曲がありましてね… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:25:58.11 ID:UR6iuksX0<> この曲めっちゃムズいやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:25:58.44 ID:Wd/Dx3oW0<> 凸待ちするだけしてそのあとコラボしないよねあくたんって <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:00.29 ID:RIoj5XO70<> うーーーん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:00.41 ID:B/jVrR/10<> 歌いこみが足りんというよりあんまり知らなそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:00.68 ID:j+EBHsqs0<> すいちゃん下手くそやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:01.75 ID:4xF7HHmj0<> カラオケでありがちなサビしか歌えないやつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:02.94 ID:jfaECiBA0<> この曲退屈だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:05.74 ID:wOgie3150<> すいせいはどんな曲でも歌えるわけではないってことだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:06.37 ID:ZYDJLWdq0<> あくたんのこと&#12316;？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/01(木) 21:26:07.72 ID:r/rw1HXQ0<> ベイビーダンスでここまで酷くなるとは <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/01(木) 21:26:09.43 ID:4cBYfTLx0<> 歌えてないです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:10.71 ID:R6KuBycG0<> はあとのベイビーはかわいかったのにロリボ系じゃないときついんじゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:11.55 ID:+q7aEJoy0<> かわよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:11.63 ID:oygkSD950<> みこちの方が上手いんじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:12.19 ID:2khcmzfr0<> &#9732;それでは聞いてください <br>  <br> &#9732; &quot;フレフレエルフレ&quot; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/01(木) 21:26:12.55 ID:rfIehGAk0<> わんわんわおーんどりゃあああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:12.72 ID:t6nSPftR0<> すまん歌えてなかったと思う <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:12.73 ID:1z7qSf+Z0<> 軽く事故ったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:12.75 ID:2PGCRNuq0<> まじで下手すぎて草！ブランド崩れるから合う曲歌えよw&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:14.83 ID:cNtA66si0<> とんちきソングまだかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:15.68 ID:dts0Z2Ot0<> 絶対忠誠&#9825;なのなのら！ <br>  <br> んなあああああい　みんな　おりゅ～？(・o・&#127852;)　なのなのら！ <br> お菓子の国のお姫様　とびきりプリティーな0歳児　ピアノだって弾けるんだし　赤ちゃんじゃないのらよ！　ワガママだって言うけれど　ルーナはお姫様なのらから　ルーナイト達も執事ぃも　いちいちうるさいのら！ <br> さぁルーナイト達！準備はできたのら～？　出陣なのら～！ <br> パフェもしゅわしゅわも　早く用意するのら！ <br> あれもこれも食べたいのら！(んな！)　おいしいのはひとりじめ♪(んな！) <br> まずいのや苦いのは　ルーナイト達に差し入れ！(んなぁはいはい！) <br> チョコレートの噴水も(んな！)　キャンディの首飾りも(んな！) <br> 素敵なのたくさんあるのら　だからルーナのために集めて来てね&#9825;(CIJ！)　絶対絶対絶対約束&#9825;(CIJ！) <br> なのなのら！ <br> お料理だってお手の物☆　みんなのハートも焦がすのらよ&#9825; <br> ナノリッシュだってパーフェクト☆　“すぺしゃる”な”じーにあす”！ <br> ゲームするのも好きだけど　怖いのは絶対イヤなのら…… <br> 笑ったそこのルーナイト！　後でお仕置きなのら&#9825; <br> 毎日楽しくて　みんなで揃って　今日もまた大騒ぎ！ <br> あれもこれも遊ぶのら！(んな！)　楽しいのはひとりじめ♪(んな！) <br> 怖いのや痛いのは　ルーナイト達にお任せ！(んなぁはいはい！) <br> お月様のブランコも(んな！)　流れ星スライダーも(んな！) <br> 楽しいのたくさんあるのら <br> だから全然遊び足りてないのら！(CIJ！)　まだまだまだまだまだまだ継続！(CIJ！) <br> なのなのら！ <br> んなあああああ　ルーナの事ワガママワガママっていちいちうるさいのらね～！　ルーナは好きじゃない人にワガママは言わないのらよ！　それだけルーナイトの事頼りにしてるってことなのら <br> だから…これから先もルーナの事、守ってくれるのらよね？　ほらね　着いてきて！　ルーナのナイトさま&#9825;　なーんてね♪ <br> あれもこれも欲しいのら！(んな！)　全部全部欲しいのら！(んな！) <br> ルーナとルーナイトで　たこ焼きパーティーするのら！(んなぁはいはい！) <br> もっともっと楽しい事！(んな！)　ずっとずっと嬉しい事！(んな！) <br> 一緒に作っていけたらね <br> きっとルーナとみんなの物語は(CIJ！) おとぎ話になっちゃうのかも！(CIJ！)プリンセスの願いをかなえて&#9825;(CIJ！) <br> 絶対絶対絶対忠誠&#9825;なのなのら！ <br> なのなのら！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:16.02 ID:jaRpUPoe0<> みこが上手いんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:17.86 ID:RiJlkyKs0<> みこち再評価の流れ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:19.20 ID:bwo3B4qR0<> ours  19万 <br> ベイビーダンス　82万 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:18.93 ID:PhsGrWSW0<> すいせいってこんな下手なのになんで歌姫みたいな扱いされてんの？w <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/01(木) 21:26:19.48 ID:dl7E7tLL0<> クッソ下手だったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:19.90 ID:o1PcV0OR0<> 好きすぎソングまだかよ <br> このペースだとトリか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/01(木) 21:26:21.44 ID:+LSvbsDQ0<> まわルーナくっぞ！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/01(木) 21:26:21.70 ID:v8WSh+3c0<> こよの曲歌って <>
