名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:58:44.87 ID:gb5WNh8f0<> &#127800; <>夜に逃げるにぇ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:58:50.51 ID:CeKUPz4s0<> まぁスト6とかいうゴミゲー擦って1年後死ぬほど後悔すればいいよ <br> 俺たちは散々忠告したからな <br> 目先の数字に釣られるなって <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:58:55.61 ID:iWbSZHqh0<> エルデン-30%って買うべき？ <br> -50にはならん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:58:57.73 ID:IWqfbOcu0<> あくたんそれ信じていいの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:01.02 ID:iGvxPNoN0<> あくあ王 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:07.45 ID:dMiec5NT0<> もうキリストまで来たのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:59:16.40 ID:Z/z+A5tK0<> あくたんASMRまだ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:17.00 ID:4bV8UVKh0<> あくたんメン限ASMR来ます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:20.58 ID:tRO9OS/x0<> あくたんメン限でなんかやるそうです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:21.52 ID:und65idx0<> あくたん配信欲戻ってきてるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:59:21.87 ID:cFSdccZ00<> https://i.imgur.com/v4TWeA3.jpg <br> ■メンシギフト勢による評価&#128526; <br> ときのそら　動画2(ASMR1)、壁紙月1※別FC有り <br> →価値なし <br>  <br> スバル　月１雑談、おはスバの延長線っぽい <br> →(・∀・)ｲｲﾈ!!&#128516; <br>  <br> クロエ　月1-2ASMR(+雑談)or同時視聴 <br> →ASMR興味なし、雑談部分はタイムスタンプ見る限り微妙か&#129300; <br> 　メン限ライブアンコールは良し、作成してたオリ曲6-7曲はどうなった? <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:59:24.09 ID:IWaUIxKa0<> 今月…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:59:24.66 ID:BdftCVJu0<> あくたん上級メンバーシップか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:27.78 ID:cvV8DU+y0<> マスターハンドまでは2回目 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:59:27.96 ID:B2FLDVBW0<> ねねち枠にかるび～ナイトとういナイト大量やん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:29.30 ID:UFRRT+Lh0<> あくたんやっぱはえーな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:59:32.23 ID:zkF5pucU0<> 夜遊び <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:37.99 ID:gQME6LBo0<> <a href="../test/read.cgi/livemegami/1688129924/2" rel="noopener noreferrer" target="_blank">&gt;&gt;2</a> <br> それコピペして待ってたの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:39.37 ID:MzqCeipu0<> 【遅効性の毒の症状】 <br>  <br> 男女コラボてぇてぇ（コーンうぜえ消えろ！） <br> ↓ <br> コラボばかりでソロ配信が減る（関係性最高！） <br> ↓ <br> 人数が増えて関係性が把握できなくなる（誰こいついらねぇ） <br> ↓ <br> ストリーマーや芸能人とコラボが増える（ファンとして誇らしいわ！） <br> ↓ <br> もはやVtuberのコミュニティですら無くなる（もっと外部とコラボしろ） <br> ↓ <br> 新しい関係性がないからマンネリに感じる（またいつメンかよ） <br> ↓ <br> ソロ配信を見なくなる（このゲームつまんねぇ） <br> ↓ <br> 大会だけ盛り上がる（どりゃああああああああ） <br>  <br> https://i.imgur.com/Q7TU2Wf.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:39.80 ID:tls7dRSk0<> マジでJKいなくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:59:43.20 ID:jZ8Hhjpu0<> 何回も落ちて47000ならまだまだバフだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:43.73 ID:7MZCGmJd0<> うめるしあ、Twitter一万人行きそうです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:59:46.14 ID:k84br/oq0<> あくたんでもヴァロには勝てない <br>  <br> https://i.imgur.com/LJ3T55Q.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:48.10 ID:vN4GfILP0<> まああくあはやるのないならスト6やってろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:48.73 ID:+rDURpnr0<> &#128048;( ^)o(^ )&#128054;&#129418; <br>  <br>  <br> このメンバーでCR参戦もありえるんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:50.20 ID:J+MqqXRK0<> よっしゃぺこーらのスト6見るか <br> https://i.imgur.com/I6yp0Pn.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:50.18 ID:VB5WLTQ60<> そらちゃんのパンツなくなってんじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:59:51.23 ID:vtCS+bc70<> マフィア梶田最強 <br>  <br> ・遅効性の毒 <br>  <br> ・コーン弄り(中さんのこと信じてたのに脳が破壊されたw) <br>  <br> ・フブちゃんの誕生日にまさか中さんやらかすとはね(笑) <br>  <br> ・俺たちは聖人君子じゃないのでやらかすときは来るかも <br>  <br> ・尻穴鍛えてるからvtuberと浣腸勝負できます <br>  <br> ・vtuber女性の中に男が入るって今までないでしょ？フブちゃんの中に入りたい <br>  <br> ・炎上するよって心配あるけど炎上とか構わない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:51.83 ID:6e0FIsRu0<> 勢いランキングでスバルとみこが出てるのこれなんなんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:53.02 ID:r5HZT7k70<> まだ大丈夫って最速でも8月ってこと・・・？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:53.62 ID:9JVvucVk0<> 草 <br> https://i.imgur.com/nwohwUt.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/06/30(金) 21:59:53.59 ID:OB4KjROW0<> 女Vがちょっとプレイすると配信者もプロも一斉に反応でコーチング名目でシュバる、デブ声優も絡もうとしてくる <br>  <br> なあヴァロ並みの民度じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/06/30(金) 21:59:53.72 ID:0rmkZTVI0<> JKナーフかよ <>
