名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:08.32 ID:Wfu4qpHv0<> なに？ <>6期オフコラボが前回より雰囲気良い理由 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:17.29 ID:x4DqZxFU0<> 黙れ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:19.68 ID:DjF6mxZu0<> なんでだろうね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:24.95 ID:RkWgDnn40<> <a href="../test/read.cgi/livemegami/1671625388/1" rel="noopener noreferrer" target="_blank">&gt;&gt;1</a> <br> こらぁーーーー！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:27.45 ID:TRrqu12G0<> お姉さん組とそれ以外で味覚の差が… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:28.51 ID:xalhLz7V0<> 打ち解けた <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:29.57 ID:XdbwKLJS0<> んな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:30.08 ID:03Rec/Kg0<> 秘密な <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:30.34 ID:DHVpOuit0<> みこち待たされてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:33.76 ID:WwQPsKL80<> 山田のいないholoxとかけて闇鍋ととく <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:33.54 ID:AkQkJqaE0<> なんかようやく6期生になったって感じだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:35.59 ID:inirjM4H0<> これござるだけまともな味覚説ないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:36.96 ID:tnYhvT1F0<> お前らラプラス追い込むのやめろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:37.37 ID:ry0ifstd0<> 雰囲気いいね&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:37.95 ID:2Dgl6kat0<> スバルを待ってるだけのみこちのほうが面白くて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:40.71 ID:4SceAk6w0<> メーゴーチー&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:42.42 ID:P31oQrPr0<> https://hayabusa9.5ch.net/test/read.cgi/mnewsplus/1671543808/ <br> 大橋彩香すいちゃんと仲いいだろ <br> 厳しい声優指導に耐えてきたから問題は起きにくいだろホロックス新総帥にどうだ運営 <br> ホロファンのドーナドーナ魚介あたりに親絵師は頼めばいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:44.13 ID:jb/Hm5ET0<> 山田が居ないホロックスなんて山椒の無いうなぎだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:46.01 ID:XXcupeD80<> バランスが取れてるから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:46.54 ID:ph82K4ck0<> &#129399;大根はダメだわ！！ <br> &#129413;美味しいけど <br> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)美味しいけど <br> &#129399;… <br>  <br> すまんこれどういうこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:47.28 ID:zAafbzLU0<> みこスバ来ます <br> 35Pは集合してください <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:48.57 ID:5+4wzjl20<> みこアホやなー <br> ストーリー見に来たライト層ほぼブラバするぞ開幕そんなんしてたら、スバルはリスナーとストーリー満喫してから締めのデザートだからプラスでしか無いけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:50.32 ID:dFejsHY90<> 普通にソロみたいのに <br> なんの時間だよこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:50.91 ID:K2pyAfFL0<> みこすばくるぞおおおあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:51.31 ID:I20wtYMf0<> 食いながら喋んな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:51.37 ID:1h26TTZY0<> 絆が深まったから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:52.00 ID:HJ29n9gj0<> あのさあ <br> なんでどいつもこいつもカメラを用意しないんだい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:51.96 ID:HqY2AoQ30<> 山田冷めちゃった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:52.51 ID:FRpZbJOS0<> ジム戦クリアとか書いといてまたクリア詐欺する気か？ <br> さっさと進めろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:52.87 ID:iCVt7Sdc0<> レイヤ的にも髪型的にもござるを手前にした方がいいやろ・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:52.60 ID:moWniq0z0<> でぇあまれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:55.23 ID:ubZwr+9H0<> こより食いながら喋んな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:23:55.28 ID:xzEqN1T10<> 割り込み癖があるから、ひたすら会話が被ってたのが原因じゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:57.37 ID:yXloP8HW0<> ござるかわええなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:57.92 ID:im6L/Uxj0<> yamada今ごろ何してるんだろうなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:58.75 ID:ms7IbLi70<> 山ちゃん、君がいなくなったら部屋がガランとしちゃったよ <br> でも…すぐになれると思う <br> だから安心して休んでくれよ、山ちゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:23:59.33 ID:DPxB+Jc/0<> さかまたの地声へんなこえやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:02.61 ID:w4P0YgZv0<> いろはちゃんいる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:04.04 ID:XZtJVcvF0<> 山田がいないと質なし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:24:03.75 ID:EC4QvWRs0<> いろは&#12316;&#10084; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:24:04.70 ID:In1NPr/40<> 1周年でより仲良くなれたね&#9786; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:05.93 ID:xalhLz7V0<> パイナップル叩かれてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:06.72 ID:oeeCJU4b0<> ココ、るしあ、山田で鍋パしようぜ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:07.07 ID:5K30WJJo0<> かなたそが言ってた「男根の世代」って、何？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:07.32 ID:T3CPbFW50<> ごめん、ホロックスなんか面白いこと言って <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:08.31 ID:1USIrPuQ0<> やっぱ一人欠けて完成するんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:24:08.48 ID:OOF5BqyT0<> こういうのはカラスミ持ってくれば大体やばくなる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:10.44 ID:2ldMWikx0<> <a href="../test/read.cgi/livemegami/1671625388/35" rel="noopener noreferrer" target="_blank">&gt;&gt;35</a> <br> ヴァロ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:24:10.85 ID:V/iHK/nZ0<> 山田のいないホロックスとかりんごの入ってないポテトサラダやん… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:24:13.52 ID:mNizbxs40<> 食べながら喋るのやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:14.02 ID:NIRBN3d/0<> 年齢が近いから <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:24:15.46 ID:yWW3tJW20<> さかまたがいつもよりはしゃいでるから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:15.44 ID:x8oyf4d10<> ここに山田はマジで浮いてると思うわ <br> 年齢離れたやつをいれるのは間違いだなやっぱり <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:15.69 ID:R0iaQWrT0<> この4人平和だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:24:15.88 ID:o2X4Ww8G0<> 雰囲気◎ <br> 4人が1番バランスええわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:16.46 ID:EDcvYYYE0<> 前回から経験を得たのと、ライブ収録とかで打ち解けたんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:16.38 ID:Qzi5pf/r0<> スタテンは特別感とかいらんからガンガンコラボしたのがいいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:19.51 ID:qpUWyrr70<> うわっ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:19.78 ID:akG6gQh60<> 今日のしゃかまたの声良ッ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:20.95 ID:GkESrFHn0<> ござるめっちゃ溶け込めてて良いな <br> こんな仲良いならモンハンまたやってくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:20.95 ID:XsKFQyBB0<> こよりは取れ高求めてパイナップル用意したんだろうけど <br> 完全に滑ってるな <br>  <br> 最終的には全部食えるものにするのが暗黙の了解なので <br> つまりキムチ入れろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:24:21.44 ID:Lr7C7Eom0<> スバみこニ窓しよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:24:21.77 ID:tyscSK+M0<> <a href="../test/read.cgi/livemegami/1671625388/45" rel="noopener noreferrer" target="_blank">&gt;&gt;45</a> <br> 無理だよ <>
