名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:03.36 ID:jnpj+4tv0<> キレがない <>ラミィのダンス 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:08.31 ID:ZWK+y4ub0<> ついついもろてちゃんを眼で追ってしまう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:11.80 ID:sSOtJINK0<> カメラワーク糞すぎ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:14.39 ID:yzzj7ovE0<> いまのひいてうつそうよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:14.52 ID:XsSdY9Jx0<> アキちゃんの腰やばすぎ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:21.85 ID:Eev77vOS0<> ラミィがんばってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:23.09 ID:FELpqu6n0<> ワミィ&#128536; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:27.17 ID:XsSdY9Jx0<> もろてちゃんがんばえ&#12316; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:26.68 ID:biWZQEPU0<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:28.98 ID:oo8HNNIs0<> ラミィのダンスもっと見せろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:30.28 ID:XAcExT/i0<> ラミィ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:31.53 ID:2PAKWb4B0<> ラミィついていけてるやん！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:31.88 ID:DsjGpsq+0<> こっち <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:31.85 ID:r98/wIVq0<> ジャンプのところはカメラ引いてほしかったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:32.34 ID:S1aRVlDg0<> ラミィ好きだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:32.37 ID:ZQQFT64A0<> フブぼた <br> ぺこムーナ <br> スタテン <br> でJP全消化？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:33.76 ID:ZUyWNT1F0<> DAY1最強！DAY1最強！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:34.42 ID:9xWVOsWs0<> らラミィ見てると飽きないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:34.83 ID:K4VZdm2s0<> リフレクでやった記憶あるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:34.66 ID:wlZIbMBH0<> ラストに <br> ぺこら、ぼたん、トワ、ムーナでスペシャルゲストでココってこと！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:35.08 ID:pDeI/2va0<> くこ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:36.13 ID:02eIeEkd0<> アップばっかでダンス全然わかんねえな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:36.58 ID:2ebJj37v0<> まつりちゃん好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:36.72 ID:ZWK+y4ub0<> もろての腕フリフリたまんねー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:38.81 ID:aqnIIUaj0<> 頑張ってるラミィかわいすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:39.10 ID:XnF7zyAa0<> これのせいでラミィ不機嫌だったのかなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:39.36 ID:AaLiT6/p0<> たぁ！たぁ！たぁ！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:39.56 ID:3975szNJ0<> キレてるよ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:42.42 ID:w88X0k/m0<> ダンス上手い組ってことか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:42.57 ID:JNC3G3A40<> ぺこムナ？うさ建？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:43.80 ID:4FVicR190<> ここにあり <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:44.31 ID:9cRiLZVH0<> 10年くらい前か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:44.75 ID:ZjaJFDv50<> ラミィダンス頑張ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:45.48 ID:qXsoAkS70<> 今回のライブ初日からずっとカメラ酷くない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:45.03 ID:9dF/DtIf0<> これリフレクビートで聞いたことあるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:45.51 ID:nmwSZfPB0<> こういうのでいいんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:45.86 ID:6yIuB3AF0<> 最近ラスノって聞かないなメカクシ団とトップ争ってたのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:46.26 ID:0/Xeoztj0<> スタテン擦るの勘弁してくれ&#128591; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:46.17 ID:MjEIewA/0<> お前らさっきまでアーニャアーニャ言ってたのにIDのこと忘れるなよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:46.95 ID:O5hN0sy90<> ラミィがんばってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:47.30 ID:1SqC4YPg0<> これ言っていい？ <br> DAY1の方が質じゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:48.69 ID:pM3RnE3S0<> アキロゼえっろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:48.68 ID:fC74ZNZ60<> ねねち動きが若いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:48.57 ID:fC74ZNZ60<> コール聞こえないです <br> 誰も知りません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:48.93 ID:XsSdY9Jx0<> もろてちゃんがんばえ&#12316;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:50.67 ID:skfrbZ4p0<> カリが誰と組むんだこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:50.75 ID:v056i8dO0<> 7期生まであと30分 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:52.08 ID:JRDFtEeb0<> 引くカメラってそんな頻繁にいらねえから <br> スイッチャーあほかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:52.28 ID:r/RLz8DH0<> 後で1と2見比べてみるか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:53.11 ID:abbOOFmF0<> すまん正直飽きてネットブラウジングしはじめてるんだが <br> 昨日からholo27あわせて3ライブみてるんだから当たり前っちゃ当たり前だけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:53.61 ID:jprTxkBc0<> ぺこらとムーナは歌唱力に差がありすぎて公開処刑になるのがな... <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/19(日) 20:30:53.40 ID:xtyh63wH0<> ラミィが溶けて無くなりそう <br> 助けてあげて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/19(日) 20:30:53.69 ID:+0atfVSQ0<> ラミィが必死なのええな <>
