名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:18:52.25 ID:53fZj8DL0<> んな <>ぐっどないと～ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:05.62 ID:ka+2omoW0<> んなああああああああ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:07.61 ID:9M9RAMgU0<> んなあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:17.83 ID:8m9lGwPW0<> 寝る人おやすみ&#12316; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:17.93 ID:QF3quVP60<> もうパンチで倒してて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/02(金) 04:19:17.83 ID:/f9nML0C0<> 痛いンゴだっせえなジャップ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:19.92 ID:X8dUs8rN0<> 日本よわくね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:22.94 ID:6Yh4Usvc0<> 4分割のほうが早い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:23.29 ID:LoKwhAHd0<> すーぐボールキープされるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:27.28 ID:rzHLBxzq0<> ボール触らせてもらえない&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:29.53 ID:7OJs+JBp0<> 3人で囲むとか余裕だなスペイン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:31.14 ID:Az7e0xX70<> 確実に削られてきてんな <br> 日本スペースあき始めてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:33.39 ID:Nb/6h4Nl0<> ｵｯﾍﾟｹってマジでスポーツ知らなそう <br> タクシー運転手とかスポーツ気狂いかデブだからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:34.74 ID:qBLX5xiw0<> んなっしょいJAPAN <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:39.14 ID:z2wdjflu0<> ぺっさん寝たか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:43.87 ID:Nx1Hwzlg0<> イライラしてきたわ… <br> ホロメンに誹謗中傷しようぜ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/02(金) 04:19:45.42 ID:Zd8bYits0<> マジで寝た方が良くないかこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/02(金) 04:19:46.88 ID:uD3B4Ez20<> ポゼッション80%くらいありそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:47.33 ID:2tg4LgoH0<> はーカスカス <br> 俺の祖国はグループ突破確定済みでよかったー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/02(金) 04:19:48.76 ID:rddlcpnH0<> &#127471;&#127477;1-1&#127466;&#127480; <br> &#127465;&#127466;1-0&#127464;&#127479; <br>  <br> で、得失点総得点並んで直接対決日本勝利やから突破や！&#128518; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:49.35 ID:BmMQ9J9f0<> ボール持てねえw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:53.05 ID:jgSRuYf/0<> ワールドカップで守備練するの草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:19:53.58 ID:VA16aTgj0<> ジャップの玉蹴り代表 <br>  <br> うまいよね&#129396;(笑) <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:20:02.27 ID:F/q1a3da0<> 伊東純也をサイドバックとして使っているな完全に <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:20:03.31 ID:pJysAy5g0<> 日本サッカー触らせてもらえなくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:20:03.63 ID:9M9RAMgU0<> 長友って今大会仕事した？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:20:09.08 ID:8m9lGwPW0<> 怪我するかもしれないしもう棄権して帰国すべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:20:12.54 ID:2ZSUEukf0<> ころね入れた方が活躍するだろこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止 </b>(ｱｳｱｳｳｰ Sa41-4Y9q [106.180.22.132])<b><><>2022/12/02(金) 04:20:17.46 ID:UxoRggXNa<> <a href="../test/read.cgi/livemegami/1669922332/13" rel="noopener noreferrer" target="_blank">&gt;&gt;13</a> <br> &#128048;デブでごめんなさいぺこ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:20:17.46 ID:0NBT0xhu0<> この使い方なら伊東純也じゃなくて良かった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:20:18.31 ID:qqZCxQKx0<> なあ日本が勝ったらクソを許してやらないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/02(金) 04:20:20.73 ID:Kiz6ERXG0<> ホントなんでドイツに勝てたんや… <>
